Ulaa	Ulan
Kodumun	Koyduğumun
türksel	Turkcell
dendir	diye
beyleer	beyler
bitiyoo	bitiyor
yanii	yani
msjlarina	mesajlarına
cewap	cevap
twite	tweete
de	bir
yüklemiorum	yüklemiyorum
atıo	atıyor
vayy	vay
himeti	hizmeti
dir	idir
telde	telefonda
türksel	Türkcell
arıyanım	arayanım
bee	be
haa	ha
turkcel	Turkcell
senii	seni
yaptırıyım	yaptırayım
dolandiricilikdan	dolandırıcılıktan
firasat	fırsat
up	konuşup
yapiyrm	yapıyorum
herhlade	herhalde
pehh	peh
oo	o
yoluyoruzun	yoluyoruz
oldgnz	olduğunuz
büyüğünce	büyüyünce
renklamı	reklamı
renklam	reklam
aynenn	aynen
Tel	Telefon
atamııyorum	atamıyorum
gelsinn	gelsin
dolandırıkçı	dolandırıcı
turkcel	Turkcell
olaa	ola
kontür	kontör
kontür	kontör
kontür	kontör
turkcel	Turkcell
pislikk	pislik
Turksel	Turkcell
benii	beni
teli	telefonu
galibaa	galiba
yapıyım	yapayım
yetkılılerıne	yetkililerini
köntürümü	kontörümü
yanlız	yalnız
diiller	değiller
avaea	Avea
genşler	gençler
turksel	Turkcell
mah	mahallesi
kontor	kontür
hadee	hadi
oparatör	operatör
turkcel	Turkcell
bakk	bak
vasati	vasat
yaa	ya
tenk	thank
türkseel	Turkcell
trkcell	Turkcell
benim	benimle
varr	var
bırakmamm	bırakmam
Haatı	Hattı
öylee	öyle
turkcel	Turkcell
gurban	kurban
arkdaslarım	arkadaşlarım
duygusall	duygusal
yaa	ya
pheni	beni
amık	amcık
hayin	hain
trkcll	Turkcell
trkcll	Turkcell
subayın	şubatın
çook	çok
Nse	Neyse
bsi	birşey
dmiorm	demiyorum
sikiyim	sikeyim
yaptklari	yaptıkları
atıoyn	atıyorsun
yarrock	yarak
acicagin	açacağın
sikiyim	sikeyim
kapıosunuz	kapıyorsunuz
kontürüm	kontörüm
Vee	Ve
gidiyim	gideyim
cinim	canım
yedimin	yediğimin
telden	telefondan
girmim	girmeyim
heralde	herhalde
Turkcel	Turkcell
aah	ah
oluo	oluyor
msg	mesaj
kapanyasi	kampanyası
simdii	şimdi
vala	vallahi
oruspu	orospu
çocu	çocuğu
inş	inşallah
oç	orospu
bide	bir
hizmetlerininde	hizmetlerindeki
etiler	ettiler
ava	Avea
sacağım	salağım
Kardesimm	Kardeşim
trkcll	Turkcell
piçç	piç
yaa	ya
guzellikk	güzellik
kimsee	kimse
yapmazz	yapmaz
mesala	mesela
valahi	vallahi
kontor	kontür
türksel	Türkcell
Ohh	Oh
türksel	Turkcell
seviyosundur	seviyorsundur
a	bağlan
le	bağlan
mu	bağlan
hee	hey
turkcel	Turkcell
Maaşallah	Maşallah
isyanlardayımm	isyanlardayım
tm	tamam
değill	değil
he	hey
vodefone	Vodafone
vodefone	Vodafone
çekmio	çekmiyor
arkadaşlarda	arkadaşlar
tvit	tweet
patlak	patlat
di	değil
Taahütüm	Taahhüdüm
Hélène	Helene
kontürüm	kontörüm
feyse	face
kulanıyorum	kullanıyorum
duzeltiğinizi	düzelttiğinizi
koydumun	koyduğumun
twitimi	tweetimi
ewt	evet
türksel	Turkcell
dıd	dıt
dıd	dıt
dırıd	dırıt
dıd	dıt
beybisi	bebeğim
türksel	Turkcell
boyvnça	boyunca
diodu	diyordu
twiter	Twitter
arkidislir	arkadaşlar
nee	ne
Ahh	Ah
attı	attığı
knt	kontör
hanii	hani
twiti	tweeti
yanlız	yalnız
yaa	ya
Oohh	Oh
tel	telefon
ila	ile
gecdik	geçtik
cocum	çocuğum
bende	ben
ün	yüzün
kreki	Kredi
saygılarr	saygılar
Esekk	Eşek
trkcell	Turkcell
dususde	düşüşte
anca	ancak
çekerr	çeker
ak	amına
turksel	Turkcell
mi	misin
vallaha	vallahi
da	de
laa	la
laa	la
şrfz	şerefsiz
tan	gbtan
yuuh	yuh
Anlasına	Anlaşılan
tkamıyor	takmıyor
Turksel	Turkcell
Turkcel	Turkcell
satim	satayım
Bende	Ben
orosp	orospu
eskşden	eskiden
biliçli	bilinçli
kapıyada	kapıya
uleynn	ulan
yanii	yani
kapıyada	kapıya
uleynn	ulan
ibineler	ibneler
baya	bayağı
aveaa	Avea
duruyoo	duruyoR
yuklemzsenz	yüklemezseniz
kontur	kontör
yuklemzsenz	yüklemezseniz
atıo	atıyor
cwp	cevap
kontür	kontör
yüklym	yüklüyorum
hiammina	amına
suprizinizi	sürprizinizi
he	hey
sebeblerinden	sebeplerinden
app	Apple
hepsiburada	hepsi
yenileni	yenileneli
arayım	arayayım
Bugunn	Bugün
uzunn	uzun
bkz	bakınız
aticagin	atacağın
Heyy	Hey
mu	musun
kontôrlerimi	kontörlerimi
türksel	Turkcell
olcagimi	olacağımı
Türkcel	Turkcell
yolaldı	yolladı
yanii	yani
aşmıış	aşmış
aşmıış	aşmış
şeysini	şeyini
seçilmişlerr	seçilmişler
Ayy	Ay
kardolars	kardeşler
Or	örnek
kapıyada	kapıya
turksel	Turkcell
diee	diye
türkcel	Türkcell
he	hey
heralde	herhalde
turkcel	Turkcell
heyecendan	heyecandan
yapamıyoruum	yapamıyorum
türksel	Turkcell
hee	hey
veysell	Veysel
yalnzligimi	yalnızlığımı
ay	ayki
canımm	canım
mesajllalasmami	mesajlaşmamı
yaptırıosun	yaptırıyorsun
türksel	Turkcell
Türkcel	Türkcell
ediyim	edeyim
atiosun	atıyorsun
kontor	kontür
tık	yağacaktı
iyimiş	iyiymiş
inş	inşallah
acim	açayım
Ahh	Ah
kontor	kontür
ken	iken
senle	seninle
teldeyız	telefondayız
heralde	herhalde
beim	benim
turkcel	Turkcell
kapalıı	kapalı
awea	Avea
sadecee	sadece
ediyorumm	ediyorum
harcadgm	harcadığım
Aynenn	Aynen
Aynenn	Aynen
guvni	güveni
alrdim	alırdım
smssiz	sevgili
sevgili	bul
sen	bul
cook	çok
yaa	ya
ayııks	ayıks
kutluyacağız	kutlayacağız
şuan	şu
turkcel	Turkcell
selocanların	Celocanların
bakmiyim	bakmayayım
Eveett	Evet
Türksell	Türkcell
halleti	halletti
kullanıyoo	kullanıyor
kontür	kontör
paketimm	paketim
bağri	bari
dûzenbaz	düzenbaz
yavaslatiyorz	yavaşlatıyoruz
panpalar	pampalar
atıosun	atıyorsun
ararmısınız	ararmışsınız
çalışıtıyor	çalıştırıyor
türksel	Turkcell
intar	intihar
sözme	sövme
bosun	boş
ooff	of
Turkcel	Turkcell
megersem	meğerse
Turkcel	Turkcell
megersem	meğerse
zamandaa	zamanda
giremiyodumm	giremiyordum
Habe	Haberi
gecebiliyomusun	geçebiliyormuşsun
turkcel	Turkcell
oluyosa	oluyorsa
sikintii	sıkıntı
sie	siktir
taynlaynımdan	timelinenımdan
kullanıorm	kullanıyorum
izleden	izleyip
kinse	kimse
kalicagim	kalacağım
bırakıyorumm	bırakıyorum
sikem	sikeyim
kıllanım	kullanım
deildir	değildir
turkcel	Turkcell
öpüyorumm	öpüyorum
senii	seni
kontorlerimi	kontürlerimi
ziken	siken
ins	inşallah
istemiyorumm	istemiyorum
Turksell	Turkcell
gönderirirken	gönderirken
miş	imiş
anca	ancak
yuklenmiyomus	yüklenmiyormuş
yok	yazıyor
konusabiliriz	yazıyor
tel	telefon
sizeleri	sizleri
gelmişş	gelmiş
telefonaa	telefona
cook	çok
aradıı	aradı
böylee	böyle
turkcel	Turkcell
turkcel	Turkcell
tel	telefon
dıjıturk	Digiturk
yükletiyim	yükleteyim
türksel	Türkcell
heralde	herhalde
kimsee	kimse
yokk	yok
iyiim	iyiyim
tabiî	tabi
gırebılıom	girebiliyorum
int	internet
int	internet
haa	ha
bekliyenvar	bekleyen
İçeme	İçime
okadar	o
yaa	ya
Gerizeka	Gerizekalı
dkdır	dakikadır
vodafon	Vodafone
böle	böyle
kontürlerimin	kontörlerimin
geliyoorr	geliyor
giriyodukk	giriyorduk
yaptınn	yaptın
trkcell	Turkcell
teknolojosi	teknolojisi
hapşuu	hapşu
Olsunn	Olsun
kontor	kontür
yavsaklıgğa	yavşaklığa
türksel	Turkcell
msgi	mesajı
k	kusura
gerekıyoo	gerekiyor
vermiyoor	vermiyor
köntür	kontör
Turkcel	Turkcell
oluo	oluyor
azına	ağzına
kaydetdim	kaydettim
Bende	Ben
meğersem	meğerse
yaptımm	yaptım
sadace	sadece
kapıyada	kapıya
turkcel	Turkcell
geciyore	geçiyor
Eyw	Eyvallah
ilgil	ilgili
direk	direkt
veriorum	veriyorum
yaw	yahu
m	metre
combo	kombo
kontoru	kontürü
Aferim	Aferin
whatsaap	whatssap
Turkcel	Turkcell
vala	vallahi
heh	hah
sikiyim	sikeyim
kişii	kişi
turkcel	Turkcell
diorum	diyorum
fenArbahçe	Fenerbahçe
m	mobil
kazikliolar	kazıklıyorlar
vadfne	Vodafone
birakta	bıraktı
Bende	Ben
yaa	ya
turkcel	Turkcell
bayaa	baya
Günaydıın	Günaydın
beybi	baby
beybi	baby
beybi	baby
beybi	baby
lazıım	lazım
yia	ya
Turkcel	Turkcell
msji	mesajı
hahahaha	haha
tani	tanır
kardla	kartla
essek	eşek
gnc	gençler
full	ful
fcbk	Facebook
ins	inşallah
cekeyorr	çekiyor
whatşap	Whatsapp
gönderiolar	gönderiyorlar
kayıbı	kaybı
atıyoo	atıyor
mıı	mı
yaa	ya
trkcell	Turkcell
tivitime	tweetime
selocanların	Celocanların
öwünemez	övünemez
deistirmeye	değiştirmeye
deistirmeye	değiştirmeye
Türksel	Turkcell
kampany	kampanya
heralde	herhalde
heralde	herhalde
resmen	Sömürdün
oöoo	oo
akarr	akar
ehii	ehi
dksi	dakikası
devamm	devam
alamayıca	alamayınca
o	odur
M	Metre
anlay	anlıyor
mısın	musun
turksel	Turkcell
hizm	hizmetleri
emrdivenlerde	merdivenlerde
operetörünü	operatörünü
kullagıma	kulağıma
konturlerim	kontörlerim
Off	Of
kaldıı	kaldı
yokk	yok
antemlerim	antenlerim
dusunmekk	düşünmek
tariihi	tarihi
yerinn	yatacak
yedii	yedi
gecicemi	geçeceğimi
yapicagini	yapacağını
yeaa	ya
uyuyak	uyuyalım
ıpne	ibne
gorunde	köründe
gorunde	köründe
twitt	Twitter
wassap	Whatsapp
turkcel	Turkcell
laan	ulan
deriim	derim
bakam	bakayım
Birazz	Biraz
trkcll	Turkcell
Türksel	Turkcell
raad	rahat
derlerr	derler
Özlüyyorm	Özlüyorum
ahh	ah
hizmetlernie	hizmetlerine
bagliyan	bağlayan
anca	ancak
duygularıımla	duygularımla
ibrahm	İbrahim
turkcel	Turkcell
atıgı	attığı
kampanyan	kampanya
turkcel	Turkcell
yukliyince	yükleyince
pakedimin	paketimin
bakaceğiz	bakacağız
dklik	dakikalık
kampaydan	kampanyadan
ÇSosyalGüvenlik	Güvenlik
konturumu	kontörümü
kontürlerimiz	kontörlerimiz
trkcll	Turkcell
dio	diyor
heralde	herhalde
intenete	internete
olduu	oldu
taahhütünü	taahhüdünü
yapcakmis	yapacakmış
yanlız	yalnız
uni	üniversite
dklik	dakikalık
turcell	Turkcell
sebebsiz	sebepsiz
olmii	olmuyor
ınt	internet
kontur	kontör
trkcll	Turkcell
şrfslzk	şerefsizlik
msg	mesaj
diyem	diyeyim
nalet	lanet
vodefan	Vodefane
hissetiriyor	hissettiriyor
m	müşteri
halimm	halim
vir	ver
yaptırıyorr	yaptırıyor
yaahdsgfhsdgfs	ya
ellerimlee	ellerimle
Uleyn	Ulan
böle	böyle
Sikik	Sikilmiş
twit	tweet
şekerr	şeker
düsünüyomus	düşünüyormuş
ipnelik	ibnelik
kombo	combo
twitteri	Twitter
yanlız	yalnız
message	mesaj
Int	internet
çookk	çok
kontür	kontör
kaddar	kadar
Aglıorum	Ağlıyorum
daşşak	Taşak
vee	ve
kandırıkladı	kandırdı
türkcel	Turkcell
int	internet
alla	Allah
alla	Allah
diyince	deyince
diyosa	diyorsa
turkcel	Turkcell
anladıkda	anladık
geliceksin	geleceksin
deilim	değilim
Bre	Be
turkcel	Turkcell
reyiz	reis
demiyiz	miyiz
off	of
telden	telefondan
turkcel	Turkcell
turkcel	Turkcell
nmr	numara
Turksel	Turkcell
yaa	ya
yaptıkdan	yaptıktan
koyim	koyayım
kaldim	kalktım
bajtim	baktım
Türksel	Turkcell
yaa	ya
Kodumun	Koyduğumun
kodumun	koyduğumun
gisişle	gidişle
Türksel	Turkcell
namıssız	namussuz
kontür	kontör
kerane	kerhane
oliyim	olayım
benn	ben
okuyoruum	okuyorum
türkcel	Turkcell
odemeyecegimm	ödemeyeceğim
eklesiin	eklesin
ler	tller
bebisim	bebeğim
tartısıyrz	tartışıyoruz
asslında	aslında
canısı	canım
Eveet	Evet
alıcağıma	alacağıma
int	internet
görek	görelim
bkz	bakınız
türkcel	Türkcell
etrafımdakilerr	etrafımdakiler
türkcel	Türkcell
değiştirim	değiştireyim
yaa	ya
Raadim	Rahatım
kaldıı	kaldı
açıkl	açıkladı
dewam	devam
dewam	devam
dinletiyim	dinleteyim
vaay	vay
hatrini	hatırını
stayla	style
TurkceL	Turkcell
yaa	ya
cınıım	canım
bebeğimm	bebeğim
dah	daha
türksel	Turkcell
abana	bana
yaa	ya
olmadıgın	olmadığı
Mankeme	Mahkeme
milletim	milletin
ariyim	arıyayım
trkcll	Turkcell
calisiosun	çalışıyorsun
sagolssun	sağolsun
Tukcell	Turkcell
Turkcel	Turkcell
yapıcagnı	yapacağını
bl	bir
gnctrkcll	Gençturkcell
yanlızım	yalnızım
iphone	iPhone
türksel	Turkcell
haa	ha
diyin	deyin
türksell	Turkcell
türksel	Türkcell
herkeze	herkese
artıık	artık
laan	ulan
baya	bayağı
baya	bayağı
yanlız	yalnız
olduu	oldu
direk	direkt
Tabu	Tabi
dksı	dakikası
heralde	herhalde
mıss	mis
bakmiyoo	bakmıyor
heeppimizin	hepimizin
Turksel	Turkcell
sevdiceğim	sevdiğim
turkcel	Turkcell
turkcel	Turkcell
başaldım	başladım
bende	ben
yaa	ya
türksel	Turkcell
turksel	Turkcell
turksel	Turkcell
ollayıp	yollayıp
saolsun	sağolsun
herkess	herkes
ozlemisiim	özlemişim
turkcel	Turkcell
numarimi	numaramı
morelimi	moralimi
arkdslr	arkadaşlar
hesebı	hesabı
attgn	attığın
msjlri	mesajları
bsksina	başkasına
atmiosundr	atmıyorsundur
Kardolar	Kardeşler
mrb	merhaba
olsuun	olsun
dmiorm	demiyorum
kendinizee	kendinize
icim	için
Turksel	Turkcell
turkcel	Turkcell
atiyosan	atıyorsun
atiyosan	atıyorsan
olmm	oğlum
trkcell	Turkcell
hslnyr	hoşlanıyor
semim	senin
siciyim	sıçayım
biraksinn	bıraksın
yedimin	yediğimin
ney	ne
kuramıyos	kuramıyoruz
bitdi	bitti
turkcel	Turkcell
anca	ancak
tatlis	tatlı
eywallah	eyvallah
int	internet
sokıyım	sokayım
felan	falan
twit	Tweet
felan	falan
bulazağım	bulacağım
ayarlarni	ayarlarını
skayet	şikayet
telafuz	telaffuz
msji	mesajı
msji	mesajı
yanlızım	yalnızım
kendile	kendilerine
tel	telefon
koyım	koyayım
kontürlerimi	kontörlerimi
koyim	koyayım
kontor	kontür
turkcel	Turkcell
nere	nereye
turkcel	Turkcell
türkcel	Turkcell
ckti	çıktı
gectk	geçtik
ckti	çıktı
vodofone	Vodafone
whatsapp	WhatsApp
koyim	koyayım
sikim	sikeyim
beklemedgin	beklemediğin
türkcel	Turkcell
turksel	Turkcell
turkcel	Turkcell
trkcll	Turkcell
deglmş	değilmiş
calstrdıgı	çalıştırdığı
cevrıorm	çeviriyorum
hıh	hah
bide	birde
sabahtamdan	sabahtan
videofatura	video
da	faturada
tcell	tebrikler
yaramıyosa	yaramıyorsa
söylüyolarsa	söylüyorlarsa
yaa	ya
Off	Of
yıyıyorum	yiyorum
yaa	ya
muro	Murat
tiyniyetsiz	tıynetsiz
tiyniyetsiz	tıynetsiz
knusamiyor	konuşamıyor
hızlanıdırsanız	hızlandırsanız
Türksel	Türkcell
türksel	Turkcell
aliyim	alayım
artıık	artık
Bkz	Bakınız
kapıyada	kapıya
y	ya
bilim	bileyim
eni	beni
ıntenet	internet
verdii	verdi
biyerde	bir
Tcell	Turkcell
sorguladan	sorgulamadan
turkcel	Turkcell
çlkar	çıkar
gangam	Gangnam
stayl	style
heycanlandim	heyecanlandım
lik	tllik
lik	tllik
hahahahaha	haha
bkz	bakınız
bkz	bakınız
Selocaniyim	Celocaniyim
harbii	harbi
harbii	harbi
Turkcel	Turkcell
türksel	Turkcell
sadace	sadece
kapıyada	kapıya
sadace	sadece
kapıyada	kapıya
uff	uf
yasio	yaşıyor
kaliorm	kalıyorum
tukurim	tüküreyim
i	ile
turkcel	Turkcell
türksel	Türkcell
yansirs	yansırsa
vaarr	var
mesajlaşırık	mesajlaşırız
kankiler	kankalar
Türksel	Türkcell
olucagım	olacağım
Kontor	Kontür
meraba	merhaba
türksel	Türkcell
noyu	numarayı
sonda	sonunda
türksel	Turkcell
türksel	Turkcell
türksel	Turkcell
sıtayl	style
gangdam	Gangnam
daa	daha
pijin	piçin
kullamak	kullanmak
tün	tüm
sadace	sadece
kapıyada	kapıya
ariyim	arayayım
gorulelım	görüşelim
aciklyn	açıklayın
sadace	sadece
kapıyada	kapıya
çıkıyoo	çıkıyor
gecirio	geçiriyor
gelio	geliyor
kirio	kırıyor
bekletiolar	bekletiyorlar
stylee	style
diretiyosam	diretiyorsam
int	internet
kipaydi	kopaydı
turkcel	Turkcell
steyle	style
sona	sonra
kankim	kankam
ttnet	TTnet
kontur	kontör
yanlızlik	yalnızlık
Turkcel	Turkcell
görderdi	gönderdi
herelde	herhalde
heralde	herhalde
vınn	vın
türksel	Türkcell
vınla	vınnla
falan	bir
degill	değil
banaa	bana
türksel	Turkcell
kontur	kontör
heralde	her
sadace	sadece
kapıyada	kapıya
Turkcel	Turkcell
kalites	kalitesi
sömürduu	sömürdü
Saolsun	Sağolsun
int	internet
mu	de
yapıyoruzz	yapıyoruz
cikarttiramiyorum	çıkartamıyorum
konturumu	kontörümü
yerde	yere
yaptgm	yaptığım
bende	ben
M	Mobil
oluyorr	oluyor
Turkcel	Turkcell
de	da
oppa	hoppa
kapıyada	kapıya
kontur	kontör
turkcel	Turkcell
nalet	lanet
olsum	olsun
yaa	ya
yemem	yememe
atsın	kaldı
bırakmı	bırakma
fecii	feci
seviyim	seveyim
yaa	ya
ful	full
vericeksen	vereceksen
atıcaksın	atacaksın
gollarını	kollarını
turksel	Turkcell
piştt	pişt
vuram	vurayım
oparator	operatör
yalnis	yanlış
kontor	kontür
görüşüo	görüşüyor
görüşemiorum	görüşemiyorum
gydn	günaydın
bnı	beni
megersem	meğerse
yaa	ya
dklarm	dakikalarım
diyiyorsunuz	diyorsunuz
yaa	ya
anca	ancak
kodumun	koyduğumun
tassak	taşak
turkcel	Turkcell
vodafon	Vodafone
kankiler	kankalar
peeh	peh
ye	tlye
heralde	herhalde
yhaff	ya
yaptııgı	yaptığı
canıım	canım
Türksel	Turkcell
Turkcel	Turkcell
Du	Dur
tabii	tabi
biri	birini
saolsun	sağolsun
tabii	tabi
Vodafon	Vodafone
cicişimm	cicişim
dir	idir
butun	Turkcell
yiyiyorsun	yiyorsun
hııamına	amına
kodugumun	koyduğumun
show	şov
istiyenler	isteyenler
show	şov
partı	parçayı
kankimle	kankamla
Tabikide	Tabi
cekmioo	bu
mazaret	mazeret
mnyakk	manyak
ailee	aile
aşkınaa	aşkına
türksel	Türkcell
Pekıstıreclerın	pekiştiricilerin
diyip	deyip
Turksel	Turkcell
kllklari	kıllıkları
cekiyomm	çekiyorum
derecee	derece
turkcel	Turkcell
almassan	almazsan
trkcll	Turkcell
yvsiyor	yavşıyor
eman	aman
yada	ya
Vodofone	Vodafone
turksel	Turkcell
trkcell	Turkcell
çıkaşında	çıkışında
turkcel	Turkcell
seviyoo	seviyor
yaa	ya
generationda	jenerasyonda
vermişş	vermiş
etmiyorumm	etmiyorum
anlamıyorumm	anlamıyorum
bkz	bakınız
türksel	Türkcell
direk	direkt
Turkcel	Turkcell
kontor	kontür
oluyum	olayım
türksel	Türkcell
türksel	Türkcell
taşıyorumm	taşıyorum
anca	ancak
kontörlye	kontürlüye
gecerm	geçerim
türksel	Türkcell
Speakle	Speak
heyy	hey
niyee	niye
laan	ulan
Fenevli	Fenerli
kodumun	koyduğumun
konturler	kontörler
turkcel	Turkcell
cekmiyorr	çekmiyor
kardesmm	kardeşim
yasiorumm	yaşıyorum
knusmustur	konuşmuştur
paketii	paketi
edio	ediyor
twit	tweet
saolsun	sağolsun
türksel	Turkcell
merhabaa	merhaba
türksel	Turkcell
yoo	yok
dir	idir
itiba	itibaren
btrcekms	bitirecekmiş
bee	be
hemenn	hemen
sesimii	sesimi
diyorr	diyor
sizeleri	sizleri
off	of
sarsirdim	şaşırdım
turksel	Turkcell
istemiyoru	istemiyorum
bide	birde
oç	orospu
internep	internet
bee	be
yaptırıcaksın	yaptıracaksın
atiyim	atayım
msg	mesaj
kontorum	kontürüm
nerdee	nerde
Olmada	Olmadan
bilimiyorum	bilmiyorum
turkcel	Turkcell
hemi	hem
Gondereını	Göndereni
eywalla	eyvallah
hahahah	hahah
cagırıyorlarmııs	çağırıyorlarmış
yanlız	yalnız
yanlız	yalnız
turksel	Turkcell
Turkcel	Turkcell
gangam	Gangnam
trkcll	Turkcell
banvt	Banvit
Platiniun	Platinium
getrmisler	getirmişler
turkcel	Turkcell
stayle	style
gangam	Gangnam
stayle	style
stayle	style
stayle	style
oppa	hoppa
stayle	style
söylyim	söyleyeyim
türksel	Turkcell
yapiosun	yapıyorsun
komiks	komik
heyy	hey
heyy	hey
turkcel	Turkcell
diyiyor	diyor
sömùrü	sömürü
smileli	smileyli
sadace	sadece
kapıyada	kapıya
atıo	atıyor
hakkının	hakkın
Dünm	Dün
önsiparişli	ön
önsiparişli	ön
glb	galiba
bişe	biRşey
olduu	oldu
türksel	Turkcell
kızz	kız
pardoon	pardon
göndermedii	göndermedi
geldii	geldi
styla	style
guzeel	güzel
lallalalaall	lalla
bee	be
Holum	oğlum
cağnım	canım
turksel	Turkcell
kankim	kankam
türksel	Turkcell
tokati	tokadı
hhahahaahha	ahha
attıı	attı
niyee	niye
turkcel	Turkcell
tekde	tekte
kızlaar	kızlar
ısmarlim	ısmarlayayım
des	desteği
sadace	sadece
kapıyada	kapıya
eşşek	eşek
cikartiyolardi	çıkartıyorlardı
Knk	kanka
kankaa	kanka
anaa	ana
iphone	iPhone
kontor	kontür
turksell	Turkcell
K	King
bişeyleri	birşeyleri
Gidiyim	Gideyim
ttnet	TTnet
koyim	koyayım
saolsun	sağolsun
artis	geldin
şiket	şirket
felan	falan
heryöne	her
geçiceksin	geçeceksin
dende	de
temsilcise	temsilcisine
Yenilen	Yenilenen
aramıyomusunuz	aramıyormuşsunuz
vermiyi	vermiyor
gangam	Gangnam
itrim	tirim
ariyorr	arıyor
twıt	tweet
yazıcagım	yazacağım
knturumu	kontörümü
biktm	bıktım
snra	ardından
tlf	telefon
hatımıda	hattımı
bööğğ	bö
ediyosnz	ediyorsunuz
sadace	sadece
kapıyada	kapıya
ye	tlye
te	tüh
tranferine	transferine
uu	u
baya	bayağı
ederimm	ederim
türksel	Türkcell
türksel	Türkcell
gidiceksek	gideceksek
yaziktiir	yazıktır
Turkcell	bebeğim
kodumun	koyduğumun
şımatmalar	şımartmalar
oluum	oğlum
turksel	Turkcell
tivit	tweet
Kontür	Kontör
felan	falan
anılıyorsun	anlıyorsun
bir	olmamın
istiyor	istiyorum
ayrılamıyor	ayrılamıyorum
Artıık	Artık
evea	Avea
arkadsimda	arkadaşımda
aramazsan	aramazsam
gidiyorr	gidiyor
Uyuyamamin	Uyuyamamamın
uyumuyosa	uyumuyorsa
uyumicanız	uyumayacaksınız
ewet	evet
derr	der
hadi	dk
bende	ben
megersem	meğerse
yukseltms	yükseltmiş
verıo	veriyor
kkendimi	kendimi
sadace	sadece
kapıyada	kapıya
kullamalim	kullanalım
baya	bayağı
sıkıyım	sikeyim
napsan	ne
sevgılıyee	sevgiliye
davşanlarımı	tavşanlarımı
tvit	tweet
heralde	herhalde
arttışta	artışta
whatsap	Whatsapp
muu	mu
hercanlanırsın	heyecanlanırsın
bayaa	baya
Dolanında	Dolanın
turkcel	Turkcell
durmayım	durmayayım
piskopata	psikopata
simdii	şimdi
morelimi	moralimi
mi	mü
ediyim	edeyim
gonderiomussun	gönderiyormuşsun
kadar	hayatım
türksel	bitti
felan	falan
hm	hmm
yaa	ya
Aferim	Aferin
direk	direkt
Ouff	Of
yaa	ya
oturuyorumm	oturuyorum
cekebilirsinn	çekebilirsin
Nse	Neyse
ararkan	ararken
mıı	mı
tele	tl
yanlızlığın	yalnızlığın
aamaan	aman
oparotörü	operatörü
Yanlızlık	Yalnızlık
Karamemed	Karamehmet
yollıcağına	yollayacağına
geçeyimm	geçeyim
yav	ya
estafurullah	estağfurullah
Turksel	Turkcell
thenk	thank
conem	canım
çekim	gücü
fenevlimisin	Fenerli
nesin	misin
ameen	amin
Vodofon	Vodofone
bişeysin	bir
yoh	yok
var	ver
beni	arayın
turksel	Turkcell
söyl	söyle
tenks	thanks
türksel	Turkcell
geldii	geldi
kontur	kontör
taahütlü	taahhütlü
ariim	arayayım
Gandil	kandil
raat	rahat
raat	rahat
Afferin	Aferin
ttnet	TTnet
vodafon	Vodafone
farjetmemesi	farketmemesi
tanimslat	tanımışlar
haa	ha
kar	kâr
beim	benim
sade	sadece
turksell	Turkcell
o	yapmışım
yüzden	yapmışım
bttı	bitti
atıon	atıyorsun
ttnet	TTnet
vodafon	Vodafone
yerleden	yerlerden
Ünivertemizin	Üniversitemizin
nee	ne
du	dur
tele	telefona
direk	direkt
geçeceğuk	geçeceğiz
knk	kanka
krs	kuruş
anlamicagmı	anlamayacağımı
kitleyibilir	kitleyebilir
Turkcel	Turkcell
int	internet
opratöt	operatör
trkcll	TUrkcell
trkcll	Turkcell
kitleyen	kilitleyen
hatirlttgn	hatırlattığın
faturamds	faturamda
ttnet	TTnet
msjlarin	mesajların
vak	vah
Turksel	Turkcell
veriyor	saat
kde	kadar
dietteyim	diyetteyim
tanıyosa	tanıyorsa
pakedi	paketi
cevirdimm	çevirdim
Yanlızlık	Yalnızlık
yaa	ya
Eveet	Evet
pakedi	paketi
whatsapp	WhatsApp
pakedi	paketi
türkcel	Türkcell
internet	hızı
once	hızı
Turkcel	Turkcell
pakedm	paketim
kalan	koyayım
Bende	Ben
kaldıı	kaldı
tükürüyüm	tüküreyim
sonunan	sonuna
kalpde	kalpte
kapımızada	kapımıza
yanlışkla	yanlışlıkla
intahar	intihar
wodafone	Vodafone
degilm	değilim
getiris	getirisi
şarzdasın	şarjdasın
ula	ulan
sikke	sike
sikke	sike
sikkeme	sikime
saatde	saat
reklamlarind	reklamlarında
hiv	hiç
aptallagi	aptallığı
turksell	Turkcell
değiştirmişş	değiştirmiş
ulen	ulan
ulen	ulan
aveaa	Avea
veriyoki	veriyor
Yalnızlıkk	Yalnızlık
kodumun	koyduğumun
pakedi	paketi
blmym	bilmiyorum
Insn	İnsan
gunde	güde
vodafon	Vodafone
dinletmeye	dinlemeye
artıkk	artık
Tükcell	Türkcell
yuha	yuh
ınsaallah	inşallah
çook	çok
müşreti	müşteri
mecburr	mecbur
Turkcel	Turkcell
yılımmşmış	yılımmış
kr	kuruş
Turkcel	Turkcell
mu	mı
odalı	odaklı
iyidi	iyiydi
tehtid	tehdit
oluumm	oğlum
evshop	ev
geciyim	geçeyim
transfer	Süper
Türkcel	Türkcell
bee	be
tiwitleri	tweetleri
inter	internet
Yalnışlıkla	Yanlışlıkla
tabo	tablo
turkcel	Turkcell
katakulleye	katakulliye
kulananlar	kullananlar
